VERSION,LINK,DESC,SOURCE
3.23.49,http://lists.mysql.com/mysql/109585,MySQL Lists: mysql: Replication OpenBSD  Linux is failing,mailing_list
4.1.11,http://lists.mysql.com/mysql/188920,"MySQL Lists: mysql: default my.cnf vs huge.cnf nearly same performance with
	sql-bench/run-all-tests",mailing_list
unknown,http://serverfault.com/questions/276699/how-do-i-enable-innodb-on-ubuntu-server-10-04,how do i enable innodb on ubuntu server 10 04,serverfault.com
3.23.27,http://lists.mysql.com/mysql/56397,MySQL Lists: mysql: Changing Location of PID File,mailing_list
unknown,http://dba.stackexchange.com/questions/28104/mysql-innodb-write-operations-are-extremely-slow,mysql innodb write operations are extremely slow,dba.stackexchange.com
3.23.36,http://lists.mysql.com/mysql/91066,MySQL Lists: mysql: table corrupted after an error free load,mailing_list
5.0.37,http://lists.mysql.com/mysql/207526,MySQL Lists: mysql: mysqldump problem with large innodb tables...,mailing_list
5.1.x,http://stackoverflow.com/questions/10883031/getting-error-cant-connect-to-mysql-server-on-server-ip-99,getting error cant connect to mysql server on server ip 99,stackoverflow.com
3.23.52,http://lists.mysql.com/mysql/141751,MySQL Lists: mysql: Problem with mysql replication,mailing_list
unknown,http://serverfault.com/questions/397740/nginx-apache-mysql-memcache-with-server-4g-ram-how-optimize-to-enought-me,nginx apache mysql memcache with server 4g ram how optimize to enought me,serverfault.com
4.0.12,http://lists.mysql.com/win32/11085,MySQL Lists: win32: Re: MySQL 4.0.12 on Win XP Pro not working; error# 1450,mailing_list
3.23.43,http://lists.mysql.com/win32/7636,MySQL Lists: win32: MySQL doesn't start up,mailing_list
3.22.26a,http://lists.mysql.com/win32/868,MySQL Lists: win32: win32 and --init-file directive,mailing_list
4.0.1,http://lists.mysql.com/win32/8195,MySQL Lists: win32: Embedded MySQL server,mailing_list
unknown,http://dba.stackexchange.com/questions/19453/jboss-dont-fail-over-mysql-slave-using-datasource,jboss dont fail over mysql slave using datasource,dba.stackexchange.com
3.23.42,http://lists.mysql.com/mysql/87321,MySQL Lists: mysql: Stupid InnoDB,mailing_list
unknown,http://serverfault.com/questions/146699/specific-apache-mysql-settings-for-a-light-weight-site,specific apache mysql settings for a light weight site,serverfault.com
5.5.15,http://serverfault.com/questions/309853/how-to-enable-the-mysql-slow-query-log-5-5-15,how to enable the mysql slow query log 5 5 15,serverfault.com
4.0.24,http://lists.mysql.com/mysql/183059,MySQL Lists: mysql: libCstd.so.1 not found while running mysql_install_db,mailing_list
5.0.67,http://stackoverflow.com/questions/2194914/why-is-mysql-innodb-so-much-slower-at-full-table-scans-than-myisam,why is mysql innodb so much slower at full table scans than myisam,stackoverflow.com
5.1.68,http://dba.stackexchange.com/questions/40180/mysql-hangs-after-every-restart-corrupted-tables-every-now-and-then-5-1-6,mysql hangs after every restart corrupted tables every now and then 5 1 6,dba.stackexchange.com
unknown,http://stackoverflow.com/questions/21498840/mysql-server-does-not-use-all-available-ram,mysql server does not use all available ram,stackoverflow.com
unknown,http://lists.mysql.com/mysql/99213,MySQL Lists: mysql: Help!,mailing_list
3.23.41-log,http://lists.mysql.com/mysql/130385,MySQL Lists: mysql: Recreating indexes on large tables,mailing_list
unknown,http://serverfault.com/questions/532002/unable-to-do-manual-mysql-install,unable to do manual mysql install,serverfault.com
3.23.40,http://lists.mysql.com/mysql/82881,MySQL Lists: mysql: Re: BDB and InnoDB in windows nt versions,mailing_list
5.1.30,http://stackoverflow.com/questions/1980004/2006-mysql-server-has-gone-away-error-in-wamp,2006 mysql server has gone away error in wamp,stackoverflow.com
unknown,http://stackoverflow.com/questions/8601237/optimizing-mysql-database-for-fast-count,optimizing mysql database for fast count,stackoverflow.com
3.23.55,http://lists.mysql.com/win32/11855,MySQL Lists: win32: External lock causing mysql crash.,mailing_list
4.0.20,http://lists.mysql.com/mysql/169661,MySQL Lists: mysql: Slow server - any idea?,mailing_list
unknown,http://stackoverflow.com/questions/22140152/ubuntu-mysql-my-cnf-settings-not-updating,ubuntu mysql my cnf settings not updating,stackoverflow.com
5.1.52,http://lists.mysql.com/mysql/229549,MySQL Lists: mysql: Re: help: innodb database cannot recover,mailing_list
3.23.39,http://lists.mysql.com/mysql/79121,MySQL Lists: mysql: Potential MySQL replication bug,mailing_list
3.23.x,http://lists.mysql.com/mysql/76135,MySQL Lists: mysql: Error I'm receiving,mailing_list
unknown,http://lists.mysql.com/mysql/211977,MySQL Lists: mysql: Re: R: Multiple instances howto,mailing_list
5.0.77,http://serverfault.com/questions/242150/mysql-replicating-the-mysql-database,mysql replicating the mysql database,serverfault.com
4.1.7,http://lists.mysql.com/mysql/176437,MySQL Lists: mysql: Re: Innodb Corruption with error logs now.,mailing_list
5.0.77,http://serverfault.com/questions/280644/cannot-enlarge-mysql-innodb-buffer-size-causes-mysql-to-crash,cannot enlarge mysql innodb buffer size causes mysql to crash,serverfault.com
5.0.45,http://serverfault.com/questions/351062/general-logging-wont-work-in-mysql,general logging wont work in mysql,serverfault.com
3.22.32-1,http://lists.mysql.com/mysql/38705,MySQL Lists: mysql: mysql_install_db fail!!!,mailing_list
unknown,http://stackoverflow.com/questions/4854713/loading-mysql-database-from-dump-is-taking-a-long-time,loading mysql database from dump is taking a long time,stackoverflow.com
unknown,http://lists.mysql.com/mysql/118811,MySQL Lists: mysql: Replication problem: slave can't log into master,mailing_list
3.23.58,http://lists.mysql.com/mysql/163222,MySQL Lists: mysql: mysql error file,mailing_list
unknown,http://lists.mysql.com/mysql/183122,MySQL Lists: mysql: ibdata1 grows beyound borders..,mailing_list
unknown,http://dba.stackexchange.com/questions/49838/query-getting-periodically-stuck-in-copying-to-tmp-table-state-never-complete,query getting periodically stuck in copying to tmp table state never complete,dba.stackexchange.com
5.0.51,http://serverfault.com/questions/106323/fixing-mysql-server-has-gone-away-error,fixing mysql server has gone away error,serverfault.com
5.1.66,http://lists.mysql.com/mysql/230090,MySQL Lists: mysql: DBA: please review my.cnf [for Java Hibernate application] and give suggestions,mailing_list
4.0.1-alpha,http://lists.mysql.com/mysql/112192,"MySQL Lists: mysql: inoodb autoextend problem, solaris 2.7, 4.0.1-alpha-max",mailing_list
4.0.12,http://lists.mysql.com/mysql/139992,MySQL Lists: mysql: Can't start mysql demon with my.cnf,mailing_list
unknown,http://serverfault.com/questions/233166/problem-with-mysql-and-utf-8,problem with mysql and utf 8,serverfault.com
5.1.59,http://serverfault.com/questions/323470/terrible-mysqld-performance-after-system-upgrade,terrible mysqld performance after system upgrade,serverfault.com
5.6.x,http://serverfault.com/questions/351257/installing-mysql-5-6-on-ubuntu,installing mysql 5 6 on ubuntu,serverfault.com
5.0.22,http://stackoverflow.com/questions/9300600/no-results-after-removing-mysql-ft-stopword-file,no results after removing mysql ft stopword file,stackoverflow.com
4.1.2,http://lists.mysql.com/mysql/167362,MySQL Lists: mysql: Problems installing 4.0 & 4.1 on XP system,mailing_list
3.23.54-57,http://lists.mysql.com/mysql/149427,"MySQL Lists: mysql: RE: ""ERROR 1030: Got error 127 from table handler""",mailing_list
3.23.57,http://lists.mysql.com/win32/11904,MySQL Lists: win32: installation problems,mailing_list
4.0.22,http://lists.mysql.com/mysql/182495,MySQL Lists: mysql: InnoDB Performance,mailing_list
3.23.56,http://lists.mysql.com/mysql/146369,MySQL Lists: mysql: using innodb,mailing_list
unknown,http://stackoverflow.com/questions/14176163/mysqld-defaults-file-and-tmpdir-problems,mysqld defaults file and tmpdir problems,stackoverflow.com
3.23.36,http://lists.mysql.com/mysql/86869,MySQL Lists: mysql: MySQL 3.23.36 crash on MDK 8,mailing_list
unknown,http://stackoverflow.com/questions/10948585/mysql-thread-not-executing-still-in-sleep-state,mysql thread not executing still in sleep state,stackoverflow.com
5.1.41,http://stackoverflow.com/questions/7708092/mysqld-intermittent-restarts-under-load,mysqld intermittent restarts under load,stackoverflow.com
unknown,http://stackoverflow.com/questions/6563591/speed-up-innodb-mysql-database-import,speed up innodb mysql database import,stackoverflow.com
3.23.36,http://lists.mysql.com/mysql/82274,MySQL Lists: mysql: Mysql causing severe load problems on Dual-Athlon server?,mailing_list
unknown,http://serverfault.com/questions/163166/mysql-connection-error-mysql-server-gets-down-for-a-while-and-then-restarts,mysql connection error mysql server gets down for a while and then restarts,serverfault.com
unknown,http://stackoverflow.com/questions/21313395/mysql-not-booting-with-new-my-cnf-file-from-percona-tools,mysql not booting with new my cnf file from percona tools,stackoverflow.com
3.23.32,http://lists.mysql.com/mysql/73119,MySQL Lists: mysql: Performance Problems with Huge Table,mailing_list
4.1.11,http://lists.mysql.com/mysql/193742,MySQL Lists: mysql: localhost vs. 127.0.0.1 error: 'Lost connection to MySQL server during query',mailing_list
5.5.24,http://stackoverflow.com/questions/14389907/does-it-make-sense-to-alter-this-db-schema-with-indexed-columns-for-binary-filte,does it make sense to alter this db schema with indexed columns for binary filte,stackoverflow.com
4.0.20,http://lists.mysql.com/mysql/172208,MySQL Lists: mysql: innodb long sempahore wait,mailing_list
3.22.34,http://lists.mysql.com/win32/10959,MySQL Lists: win32: Problems...,mailing_list
4.0.14,http://lists.mysql.com/mysql/149209,MySQL Lists: mysql: Problem with MySQL 4.0.14 - Server Crash,mailing_list
5.0.x,http://lists.mysql.com/mysql/193564,MySQL Lists: mysql: ~75% performance drop upgrading from Mysql 4.0 to 5.0,mailing_list
5.5.x,http://dba.stackexchange.com/questions/25463/slow-backup-and-extremely-slow-restores,slow backup and extremely slow restores,dba.stackexchange.com
unknown,http://lists.mysql.com/win32/1712,MySQL Lists: win32: MULTIPLE DATABASES,mailing_list
4.0.16,http://lists.mysql.com/mysql/157677,MySQL Lists: mysql: [Fwd: Re: Replication syncronization lag.],mailing_list
4.0.23,http://lists.mysql.com/mysql/184030,MySQL Lists: mysql: mysqld post-mortem,mailing_list
unknown,http://serverfault.com/questions/94646/launching-mysql-server-same-permissions-for-root-and-for-user,launching mysql server same permissions for root and for user,serverfault.com
5.1.61,http://stackoverflow.com/questions/10447009/mysql-blocked-in-preparing-statement-with-really-strange-behavior,mysql blocked in preparing statement with really strange behavior,stackoverflow.com
5.5.28,http://dba.stackexchange.com/questions/31182/mysql-slowly-uses-memory-until-it-starts-to-use-swap,mysql slowly uses memory until it starts to use swap,dba.stackexchange.com
5.5.33,http://stackoverflow.com/questions/21658687/ssl-setup-error-error-2026-hy000failed-to-set-ciphers-to-use,ssl setup error error 2026 hy000failed to set ciphers to use,stackoverflow.com
5.0.77,http://lists.mysql.com/mysql/221042,MySQL Lists: mysql: Re: Best Configuration on Production Server,mailing_list
unknown,http://lists.mysql.com/mysql/191342,MySQL Lists: mysql: locked status problem,mailing_list
4.0.16-nt,http://lists.mysql.com/win32/12801,"MySQL Lists: win32: newbie question: user priveledges, admin, setting up root user, etc.",mailing_list
3.23.49,http://lists.mysql.com/mysql/101865,MySQL Lists: mysql: Re: win start problem,mailing_list
unknown,http://stackoverflow.com/questions/13845813/logging-mysql-queries-wont-work,logging mysql queries wont work,stackoverflow.com
4.1.12,http://lists.mysql.com/mysql/196810,MySQL Lists: mysql: FW: Mysql C API character set,mailing_list
5.1.26,http://stackoverflow.com/questions/19531109/128mb-ram-for-mysql-from-mediatemple-my-cnf-tweaks,128mb ram for mysql from mediatemple my cnf tweaks,stackoverflow.com
3.23.49,http://lists.mysql.com/mysql/122973,MySQL Lists: mysql: Can't Restart Server,mailing_list
5.1.22,http://lists.mysql.com/cluster/5432,MySQL Lists: cluster: Mysqld daemon still dumping,mailing_list
5.0.95,http://dba.stackexchange.com/questions/50467/invalidating-query-cache-entrieskey,invalidating query cache entrieskey,dba.stackexchange.com
5.0.x,http://lists.mysql.com/mysql/200764,MySQL Lists: mysql: query logging is making me mental!,mailing_list
unknown,http://lists.mysql.com/mysql/118956,MySQL Lists: mysql: RE: Replication problem: slave can't log into master (update),mailing_list
5.1.x,http://dba.stackexchange.com/questions/16296/repair-with-keycache-in-mysql-runs-every-time-cant-even-log-why-its-happening,repair with keycache in mysql runs every time cant even log why its happening,dba.stackexchange.com
unknown,http://stackoverflow.com/questions/17430802/cant-connect-to-local-mysql-server-through-socket-var-run-mysqld-mysqld-sock,cant connect to local mysql server through socket var run mysqld mysqld sock,stackoverflow.com
4.1.7,http://lists.mysql.com/mysql/176068,MySQL Lists: mysql: innodb data file grew beyond the specified max size in config,mailing_list
5.5.28,http://lists.mysql.com/mysql/228673,"MySQL Lists: mysql: Innodb, MySQL 5.5.28 - Would an incorrect setting in my.cnf cause
 mysqld to randomly crash on high load?",mailing_list
unknown,http://stackoverflow.com/questions/14068946/mysql-crashes-due-to-out-of-memory-while-running-magento,mysql crashes due to out of memory while running magento,stackoverflow.com
unknown,http://stackoverflow.com/questions/17208659/django-nginx-and-uwsgi-caching-results-until-uwsgi-mysql-restart,django nginx and uwsgi caching results until uwsgi mysql restart,stackoverflow.com
4.0.5,http://lists.mysql.com/mysql/171629,MySQL Lists: mysql: Re: replication config without stopping master server,mailing_list
5.5.x,http://stackoverflow.com/questions/5906478/please-help-me-with-table-nested-join-optimization-way-too-slow,please help me with table nested join optimization way too slow,stackoverflow.com
3.23.39,http://lists.mysql.com/mysql/126155,MySQL Lists: mysql: getting InnoDB running on windows 2000,mailing_list
unknown,http://serverfault.com/questions/434382/mysql-server-fails-to-start,mysql server fails to start,serverfault.com
unknown,http://serverfault.com/questions/534434/should-cpu-usage-be-so-low-while-memory-usage-is-high-on-heavy-mysql-server,should cpu usage be so low while memory usage is high on heavy mysql server,serverfault.com
4.0.x,http://lists.mysql.com/mysql/96655,MySQL Lists: mysql: Error 1114 table full with 14000 error??,mailing_list
5.5.x,http://stackoverflow.com/questions/6633785/glassfish-nested-connection-pool-error,glassfish nested connection pool error,stackoverflow.com
5.5.33,http://stackoverflow.com/questions/21677968/replication-of-mysql-slave-is-very-slow-its-increasing-second-behind-master,replication of mysql slave is very slow its increasing second behind master,stackoverflow.com
unknown,http://lists.mysql.com/mysql/204477,MySQL Lists: mysql: [PART 2/2] InnoDB - Different EXPLAINs for same query,mailing_list
4.1.9,http://lists.mysql.com/mysql/179661,MySQL Lists: mysql: Replication issue: I/O thread dies immediately after START SLAVE with no logged errors,mailing_list
3.22.32-log,http://lists.mysql.com/mysql/48794,MySQL Lists: mysql: Failed to override defaults with option files?  FreeBSD,mailing_list
3.23.14,http://lists.mysql.com/mysql/34430,MySQL Lists: mysql: RE: isamchk running daily for optimized queries?,mailing_list
4.0.16,http://lists.mysql.com/mysql/155463,MySQL Lists: mysql: Re: MySQL 4.0.16 64bit crash report,mailing_list
unknown,http://lists.mysql.com/mysql/207688,MySQL Lists: mysql: Re : Re : InnoDB: Assertion failure - MySQL keeps crashing,mailing_list
unknown,http://dba.stackexchange.com/questions/50516/mysql-on-drdb-very-fragile,mysql on drdb very fragile,dba.stackexchange.com
4.0.3-beta,http://lists.mysql.com/mysql/119404,MySQL Lists: mysql: mysqld got signal 11 bug under FreeBSD 4.6 (using 4.0.3 binary),mailing_list
5.1.30,http://lists.mysql.com/cluster/6449,MySQL Lists: cluster: mysql crashing with query_cache enabled,mailing_list
3.23.55,http://lists.mysql.com/mysql/134314,MySQL Lists: mysql: how turn off binary update log?,mailing_list
4.1.8,http://lists.mysql.com/mysql/178595,MySQL Lists: mysql: Replication Slave I/O Thread won't start on 4.1.8,mailing_list
5.0.x,http://lists.mysql.com/mysql/204496,MySQL Lists: mysql: Re: Strange InnoDB Deadlock Behavior,mailing_list
unknown,http://dba.stackexchange.com/questions/55693/com-mysql-jdbc-exceptions-jdbc4-communicationsexception-communications-link-fai,com mysql jdbc exceptions jdbc4 communicationsexception communications link fai,dba.stackexchange.com
unknown,http://lists.mysql.com/mysql/187306,MySQL Lists: mysql: default collation char,mailing_list
3.23.43,http://lists.mysql.com/mysql/93662,MySQL Lists: mysql: Sudden Mysql 3.23.43 crash w/stack trace.,mailing_list
unknown,http://lists.mysql.com/mysql/163620,MySQL Lists: mysql: Problems with clean NET STOP MYSQL on Win2000 server after adding INNODB space,mailing_list
3.23.52,http://lists.mysql.com/mysql/119994,MySQL Lists: mysql: max_connections,mailing_list
5.5.30,http://dba.stackexchange.com/questions/42477/errors-while-creating-multiple-mysql-5-5-instances,errors while creating multiple mysql 5 5 instances,dba.stackexchange.com
5.1.49,http://lists.mysql.com/mysql/227151,MySQL Lists: mysql: Re: Remote mysql too slow,mailing_list
5.1.30,http://lists.mysql.com/mysql/218125,MySQL Lists: mysql: Re: XAMMP-MySQL crashing,mailing_list
unknown,http://serverfault.com/questions/558340/failed-to-start-production-mysql-server-no-log-messages-either,failed to start production mysql server no log messages either,serverfault.com
5.0.x,http://lists.mysql.com/mysql/194165,MySQL Lists: mysql: Troubles installing MySQL5 via Darwin Ports,mailing_list
unknown,http://serverfault.com/questions/560869/unable-to-start-mysql-with-selinux,unable to start mysql with selinux,serverfault.com
unknown,http://stackoverflow.com/questions/14810004/mysql-mariadb-innodb-indexes-stops-working,mysql mariadb innodb indexes stops working,stackoverflow.com
5.5.10,http://stackoverflow.com/questions/6051983/mysql-need-help-for-rapidly-growing-table-and-decreasing-speed-4mio-rows,mysql need help for rapidly growing table and decreasing speed 4mio rows,stackoverflow.com
5.5.24,http://serverfault.com/questions/441783/mysql-crashes-when-connecting-from-localhost-with-tcp-unix-sockets-work,mysql crashes when connecting from localhost with tcp unix sockets work,serverfault.com
unknown,http://stackoverflow.com/questions/18857261/cant-start-mysql-anymore,cant start mysql anymore,stackoverflow.com
5.5.33,http://stackoverflow.com/questions/19383815/deadlock-when-dropping-and-creating-temporary-table-on-percona-xtradb-cluster-5,deadlock when dropping and creating temporary table on percona xtradb cluster 5,stackoverflow.com
4.1.16,http://lists.mysql.com/mysql/194538,MySQL Lists: mysql: SSL connection problems with Fedora Core 4,mailing_list
unknown,http://serverfault.com/questions/223857/semi-dedicated-linux-server-trying-to-figure-out-reason-for-sluggish-performan,semi dedicated linux server trying to figure out reason for sluggish performan,serverfault.com
3.23.49-MAX,http://lists.mysql.com/mysql/102250,MySQL Lists: mysql: Running MySQL as Service on 2000 Server,mailing_list
3.23.46,http://lists.mysql.com/mysql/94561,MySQL Lists: mysql: show tables doesn't work in 3.23.46,mailing_list
unknown,http://lists.mysql.com/mysql/80671,MySQL Lists: mysql: charsets on win32 mysql,mailing_list
unknown,http://stackoverflow.com/questions/1695567/cant-connect-to-mysql-using-bitnami-lamp-stack-through-php,cant connect to mysql using bitnami lamp stack through php,stackoverflow.com
unknown,http://lists.mysql.com/mysql/229517,"MySQL Lists: mysql: Why ""ERROR 2003 (HY000): Can't connect to MySQL server on
 '192.168.27.72' (111)""?",mailing_list
unknown,http://stackoverflow.com/questions/11671962/problems-editing-mysqls-my-cnf-with-vi,problems editing mysqls my cnf with vi,stackoverflow.com
5.0.26-pro-log,http://lists.mysql.com/mysql/205833,MySQL Lists: mysql: HPUX out of memory errors - kernel tuning?,mailing_list
4.0.18,http://lists.mysql.com/mysql/204592,MySQL Lists: mysql: Unable to put data on a different computer from mysql,mailing_list
3.23.36,http://lists.mysql.com/mysql/103030,MySQL Lists: mysql: Re: replication through port forwarded firewall,mailing_list
unknown,http://serverfault.com/questions/488100/php-cant-connect-to-mysql-after-changing-datadir,php cant connect to mysql after changing datadir,serverfault.com
4.0.12,http://lists.mysql.com/mysql/137610,MySQL Lists: mysql: can't set tx_isolation=read-commited in my.cnf,mailing_list
4.1.12,http://lists.mysql.com/replication/285,MySQL Lists: replication: Strange error: Misconfigured master - server id was not set.,mailing_list
4.1.x,http://lists.mysql.com/mysql/175534,MySQL Lists: mysql: GIS - NULL columns,mailing_list
4.0.16,http://lists.mysql.com/win32/12528,MySQL Lists: win32: FW: Can't get service to start on Win2000 Terminal Server,mailing_list
3.23.11-alpha-log,http://lists.mysql.com/mysql/38358,MySQL Lists: mysql: pb with mysqlaccess n phpmyadmin ...,mailing_list
unknown,http://lists.mysql.com/mysql/225237,MySQL Lists: mysql: RE: need help with -- unknown variable,mailing_list
4.0.16,http://lists.mysql.com/mysql/199234,MySQL Lists: mysql: Upgrading and table engine change advise,mailing_list
5.5.23,http://stackoverflow.com/questions/11538705/mysql-with-innodb-table-keep-crashing,mysql with innodb table keep crashing,stackoverflow.com
4.0.18,http://lists.mysql.com/mysql/171015,MySQL Lists: mysql: MySQL eats 100% CPU on a quad CPU system...,mailing_list
unknown,http://dba.stackexchange.com/questions/33733/mysql-not-closing-connections,mysql not closing connections,dba.stackexchange.com
unknown,http://serverfault.com/questions/521533/accessing-remote-mysql-instance-for-replica-set-creation,accessing remote mysql instance for replica set creation,serverfault.com
4.0.12,http://lists.mysql.com/mysql/142268,MySQL Lists: mysql: MySQL memory problem,mailing_list
3.22.32,http://lists.mysql.com/mysql/89454,MySQL Lists: mysql: Re: Can't set max_connections on debian version,mailing_list
unknown,http://dba.stackexchange.com/questions/45779/pt-table-checksum-diffs-cannot-be-detected-because-no-slaves-were-found-1,pt table checksum diffs cannot be detected because no slaves were found 1,dba.stackexchange.com
unknown,http://lists.mysql.com/mysql/127007,"MySQL Lists: mysql: No A, O, U, etc.",mailing_list
5.0.24,http://lists.mysql.com/mysql/201584,MySQL Lists: mysql: mysql_upgrade script problems on MySQL 5.0.24,mailing_list
5.1.69,http://dba.stackexchange.com/questions/50377/my-cnf-configuration-for-1and1-xl8-server-8-core-cpu-and-8gig-ram,my cnf configuration for 1and1 xl8 server 8 core cpu and 8gig ram,dba.stackexchange.com
unknown,http://lists.mysql.com/cluster/4061,MySQL Lists: cluster: Disable cluster?,mailing_list
3.23.38,http://lists.mysql.com/mysql/74207,MySQL Lists: mysql: Mysqld-max Bug Report,mailing_list
3.22.32,http://lists.mysql.com/mysql/47042,MySQL Lists: mysql: non-standard data dir?,mailing_list
unknown,http://lists.mysql.com/win32/8633,MySQL Lists: win32: about installation MySQL under Win2000 professional.,mailing_list
5.6.13,http://stackoverflow.com/questions/21370960/creating-a-large-mysql-index-1b-rows-fails-with-lost-connection-to-mysql-serv,creating a large mysql index 1b rows fails with lost connection to mysql serv,stackoverflow.com
4.0.17,http://lists.mysql.com/mysql/162260,MySQL Lists: mysql: Mystifying mysqld memory usage explosion,mailing_list
unknown,http://stackoverflow.com/questions/19199039/xampp-change-mysql-data-dir-not-working,xampp change mysql data dir not working,stackoverflow.com
unknown,http://stackoverflow.com/questions/21591957/in-mysql-how-can-i-overcome-the-broken-characters-of-about-81-foreign-languages,in mysql how can i overcome the broken characters of about 81 foreign languages,stackoverflow.com
4.0.18,http://lists.mysql.com/mysql/176488,MySQL Lists: mysql: Re: latin1/utf-8 problem,mailing_list
5.0.1,http://lists.mysql.com/mysql/174844,MySQL Lists: mysql: Replication Issue,mailing_list
5.0.45,http://serverfault.com/questions/231514/how-to-set-up-mysql-server-to-utilize-more-memory,how to set up mysql server to utilize more memory,serverfault.com
5.0.0,http://lists.mysql.com/mysql/171690,MySQL Lists: mysql: bug report!!,mailing_list
unknown,http://stackoverflow.com/questions/20680088/apache-cpu-100-when-query-db,apache cpu 100 when query db,stackoverflow.com
unknown,http://dba.stackexchange.com/questions/61041/how-to-maintain-mysql-performance-at-high-concurrency,how to maintain mysql performance at high concurrency,dba.stackexchange.com
unknown,http://stackoverflow.com/questions/14270322/mysql-linux-server-and-my-cnf-optimizations-for-many-rows,mysql linux server and my cnf optimizations for many rows,stackoverflow.com
4.0.1,http://lists.mysql.com/win32/9203,MySQL Lists: win32: RE: Mysqld-nt still uses 100% of cpu right from startup,mailing_list
unknown,http://lists.mysql.com/mysql/207277,MySQL Lists: mysql: How to trace statements executed in a procedure called by a client?,mailing_list
4.0.12,http://lists.mysql.com/mysql/148934,MySQL Lists: mysql: runnaway mysql children processes,mailing_list
5.1.41,http://serverfault.com/questions/221486/optimizing-mysql-for-small-vps,optimizing mysql for small vps,serverfault.com
unknown,http://stackoverflow.com/questions/21729832/same-id-error-when-i-try-to-replicate-databases,same id error when i try to replicate databases,stackoverflow.com
3.23.32,http://lists.mysql.com/mysql/69325,MySQL Lists: mysql: Re: Connection related SIG 11 crash in 3.23,mailing_list
4.0.1,http://lists.mysql.com/mysql/141986,MySQL Lists: mysql: Please help:  Can not insert binary data larger than 16 megabytes,mailing_list
3.23.27-beta,http://lists.mysql.com/win32/4362,MySQL Lists: win32: Please help me with MySQL and Windows2000 Pro,mailing_list
5.0.81,http://lists.mysql.com/mysql/219032,MySQL Lists: mysql: Req. suitable .cnf file for Server used by 2000 users daily,mailing_list
5.5.x,http://serverfault.com/questions/477656/mariadb-mysql-using-a-lot-of-threads-memory,mariadb mysql using a lot of threads memory,serverfault.com
unknown,http://stackoverflow.com/questions/6017529/recommended-values-for-my-cnf-vps-2-33ghz-1gb-ram,recommended values for my cnf vps 2 33ghz 1gb ram,stackoverflow.com
unknown,http://stackoverflow.com/questions/7700565/optimize-mysql-query-reconfigure-my-cnf,optimize mysql query reconfigure my cnf,stackoverflow.com
4.1.x,http://lists.mysql.com/mysql/186176,MySQL Lists: mysql: mysql won't start anymore ?!?,mailing_list
5.5.x,http://stackoverflow.com/questions/14121464/mysql-is-slow-with-innodb-during-insert-compared-to-myisam,mysql is slow with innodb during insert compared to myisam,stackoverflow.com
5.1.37,http://serverfault.com/questions/257366/how-to-determine-whats-causing-my-servers-load-average-to-jump-to-90,how to determine whats causing my servers load average to jump to 90,serverfault.com
5.5.29,http://serverfault.com/questions/485768/error-2013-lost-connection-to-mysql-server-during-query-when-executing-check-ta,error 2013 lost connection to mysql server during query when executing check ta,serverfault.com
unknown,http://lists.mysql.com/mysql/146755,MySQL Lists: mysql: Changing error message,mailing_list
unknown,http://stackoverflow.com/questions/10996684/i-want-to-connect-one-server-database-to-from-another-server,i want to connect one server database to from another server,stackoverflow.com
unknown,http://lists.mysql.com/mysql/157493,MySQL Lists: mysql: Re: What does this Mean,mailing_list
5.1.41,http://lists.mysql.com/mysql/223613,MySQL Lists: mysql: need Help - Mysqldump  issue,mailing_list
4.0.13,http://lists.mysql.com/mysql/145554,MySQL Lists: mysql: need help: cannot connect on localhost (10061),mailing_list
5.1.x,http://serverfault.com/questions/484518/mysqld-never-gets-to-ready-for-connections,mysqld never gets to ready for connections,serverfault.com
unknown,http://lists.mysql.com/mysql/152754,MySQL Lists: mysql: mySQL crash,mailing_list
3.23.53,http://lists.mysql.com/win32/14342,MySQL Lists: win32: Instalation Problem ver.3.23.53,mailing_list
unknown,http://lists.mysql.com/mysql/82447,MySQL Lists: mysql: problem rpm installation of MySQL,mailing_list
4.0.16,http://lists.mysql.com/mysql/152913,MySQL Lists: mysql: performance while creating indexes,mailing_list
3.23.16,http://lists.mysql.com/mysql/39367,"MySQL Lists: mysql: mysql-3.22.32, 3-23.16 dying on openbsd-2.7snap",mailing_list
3.23.x,http://lists.mysql.com/mysql/113502,MySQL Lists: mysql: efficiency of mysql 2.23,mailing_list
unknown,http://dba.stackexchange.com/questions/52192/mysql-high-i-o-wrong-configuration,mysql high i o wrong configuration,dba.stackexchange.com
unknown,http://lists.mysql.com/mysql/23482,MySQL Lists: mysql: Re: How can I install MySQL other than C: ?,mailing_list
4.0.20,http://lists.mysql.com/mysql/212593,MySQL Lists: mysql: RE: Starting a 2nd MySQL instance on UNIX,mailing_list
5.5.x,http://serverfault.com/questions/505374/mysql-5-5-myisam-db-tunning,mysql 5 5 myisam db tunning,serverfault.com
5.1.x,http://dba.stackexchange.com/questions/53375/tcp-sockets-bottleneck-with-innodb-debian,tcp sockets bottleneck with innodb debian,dba.stackexchange.com
5.5.33,http://serverfault.com/questions/542757/installing-percona-xtradb-cluster-on-ubuntu-13-04,installing percona xtradb cluster on ubuntu 13 04,serverfault.com
unknown,http://lists.mysql.com/mysql/116178,MySQL Lists: mysql: Install innodb table type...,mailing_list
unknown,http://stackoverflow.com/questions/13280400/joomla-database-memory-leak,joomla database memory leak,stackoverflow.com
