FILENAME,THREAD,MAIL ARCHIVAL,DATE
b9c26406d86596da0af058157a1bafa5,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_Decomssion_datanode_=2D_no_response?=,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201307
dce9d851e8da369eb23fd2a1705d71a4,QJM for federation,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201307
aef3d9d355ab2df2e985dbc79e876174,JobToken not Found when Integrating Hadoop/Lustre,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201212
4dc73cc2ec50d3b991a0758cad6dd909,webhdfs kerberos checksum failed,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201306
067950c18dcec7d26393e149cdadd16f,YarnChild didn't be killed after running mapreduce,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201410
e861961d986cc6a33fdc938206d05b7b,Datanode could not work for the ip is not the same as specified in,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201411
59737b69812113eba118f9a67ded6441,MR job fails with too many mappers,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201411
fd0905eeaa3b21710dd19c904b1a7654,"issue of ""Log aggregation has not completed or is not enabled.""",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201403
1a59f0de5870518d9a7609bc1fe9feb9,why i can not track the job which i submitted in yarn?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201309
881f9bfb12a14df2259f3f7fa3510a64,Why is Hadoop always running just 4 tasks?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
c4b669a680080b1215a007d981eb84dd,Problem in Submitting a Map-Reduce Job to Remote Hadoop Cluster,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201403
3ca54dba3e01579c995f31d9c3ab0764,Errors come out when starting Balancer,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201302
ebeae081c2c8cecdee8ab2f9fdd4bca0,Finished Jobs web UI,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201510
f912a29dcc83a13b787b8ba47712f212,Terasort's performance anomaly,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201310
b16ba997315a311e5bf79299cc01899d,Can't find the Job Status in WEB UI,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201301
863cf137561f92e3e95a57634e0d8edd,task tracker fails to start in one of the slave node,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201401
787f3fc3b597b0aa267e2ef00ebce9fe,Getting hostname (or any environment variable) into *-site.xml files,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
9a7ce4fe721ac4c2f46917b454803ea4,How to use Hadoop2 HA's logical name URL?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201310
27e5c4b0ca56c66f541d9f1086d9be68,Hadoop 2 Namenode HA not working properly,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201401
8365d2a578ef67fc6cca9345aac24a7e,Classic(MapReduce 1) cluster in Hadoop 0.23 just won't listen,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
e2c3f76cb189bd01bd32101cee2b595d,Aggregation service start,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201402
9e590d8260bf2a521389e9cecbfae115,getimage failed in Name Node Log,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201302
a817da9440aac2c20a026e776ae6c3f6,temporary folders for YARN tasks,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201307
1851acb07be5bdf4579e805e3ecbb285,ApplicationMaster link on cluster web page does not work,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201408
4e226007d466ebc830068d47b5a425ab,DataNode Timeout exceptions.,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201505
64b157d3e68d23fa99cc876023ca2cc7,Erro running pi programm,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201211
6e6b5e8abb915d402bccca7f4aff2708,How to best decide mapper output/reducer input for a huge string?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201309
ef319e65370395f8ec05e35a43e0e665,How to connect to hadoop through ssh tunnel and kerberos,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201304
8c6d78361391806b05b72d28a40bed4b,setting hdfs balancer bandwidth doesn't work,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201304
eddfeb72798fb7fcb37edb58c1cde8ce,How to configure nodemanager.health-checker.script.path,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201403
9e1a4d77aa17088d432aebe5ebcf1786,cannot start tasktracker because java.lang.NullPointerException,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201409
b91f8edd5cdaf6896271260d9817e92d,Commissioning Task tracker,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201401
bb1a1474a5a291f7f7dc71fa89b39a7f,Monitor network traffic in hadoop,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
c4a195c14e7e5b76a6c25cf8991042a3,Permission Denied,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201503
50f8852e7bf28adb905efdcb0a118e3a,Cannot fine profiling log file,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201409
dde1a202a4c49facce1b6ba602bb0b61,In Yarn how to increase the number of concurrent applications for a,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201409
c0f8172a3eb0275fab883c7fac637b45,How can I add a new hard disk in an existing HDFS cluster?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201305
a756296fb5adaf33fe83bfa17c984191,Another 1/1 local-dirs are bad,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201503
72c483f6068719461168e527830b841a,Compression codec com.hadoop.compression.lzo.LzoCodec not found,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201402
14f9c0a1aea8a296f4b25bf0019d54f3,Switch and configure single node and cluster XML configuration,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201401
0478a44b4cfa6631b06c59410e0f8823,"""Hive Metastore DB Issue ( Cloudera CDH4.1.2 MRv1 with",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201302
61f7406435180b10aec454ab3590e310,Error while configuring HDFS fedration,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201309
0c84b8894b56c5547369d9e9a354b29b,mapreduce.jobtracker.expire.trackers.interval no effect,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
047c7b2131b514fc65362745bec23a3b,job not shown in job history server,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201403
a6f7a3a3cab3cc79c74b47c8d93ffa94,=?GB2312?Q?Re=3A_=A1=BEdfs=2Enamenode=2Eshared=2Eedits=2Edir_can_support_dif?=,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201307
f9ea1b20052e132eaf1002c3d06e46b8,Block placement Policy,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201305
f5564790c4e3f40eb311ab3d12190b66,Error importing hbase table on new system,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201509
23bfc641a7f6a28570c94e6f253edea5,dfs.permissions.superusergroup not working,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201507
990b5e44ae8902e32dd2051fb6c2a513,understanding federation and mount points,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201212
d051536b27bcb9822b6bf4b761017af1,Setting up HTTP authentication,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201208
76f0a11b3ef20df3a9263f90d22e96b5,Node manager health checker opts,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201303
521974f26535a5e0f49909decf751874,issue about remove yarn jobs history logs,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201405
86b4cc88a6d70a62058f540b23687a7a,history server for 2 clusters,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201402
72811e2a049e520ad4269eeac3e40f66,Name node starting intermittently,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201504
461d25d9f70de8de261318d1e3e83272,I am about to lose all my data please help,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201403
9083250857d1baeb51ccf40dadc9ed0a,built hadoop! please help with next steps?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201305
07fb6e62a53e0708d0c5a17c425ac612,"Still ""No groups available for user"". How to set groups in mapreduce",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201505
1d9f5dd189c38b959537bdb18b8b2a78,Distributing the code to multiple nodes,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201401
7500ba38b9cb497f11f960e233337ee9,Hadoop configs,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201211
f090ab56a133d262fff7bd5a32a6242b,Run mr example wordcount error on hadoop-2.0.1 alpha HA,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201209
0c63bbeee6985083114f4a162ad2e7f6,=?UTF-8?Q?Re=3A_=E3=80=90dfs=2Enamenode=2Eshared=2Eedits=2Edir_can_support_dif?=,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201307
237b9ff596272060a28e5d630a8ef914,Where the output of mappers are saved ?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201412
5083a8f4141dc7eecf16b69088aab1dd,Permissions issue with launching MR job from Oozie shell,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201411
b5d7cbb6be842af6386d2c0d6d765286,Hadoop-2.0.3 HA and federation configure,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201302
22051a1eb92fdc115d760f57d3c2897e,can't copy between hdfs,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201404
794dee43992f4db331ba68faf2af8960,Unable to use ./hdfs dfsadmin -report with HDFS Federation,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201508
eb1012d18d7e7e9a051b53cc4879df32,changing split size in Hadoop configuration,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201407
30e6c3e68268ae5b02b93f48f8a90517,Not able to place enough replicas in Reduce,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201209
e63177d0fd1524d61c51f0773d8a598d,Map succeeds but reduce hangs,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
110576c66daa8486450c531cccd69999,Java heap space error,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
8af31913a3e61fd1013c9aeebe040972,Submit a Hadoop 1.1.1 job remotely to a Hadoop 2 cluster,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201404
29d961d560595a0662b0b50f93f2cc58,Apache Hadoop 2.2 - Job execution error,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201501
569e6123c6b92d3b8d0898cefe33a23f,Yarn job stuck with no application master being assigned,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201306
21bac61e8494928adb53cd881e83257a,hadoop web UI security,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201309
cdd08c7379d1f03470eac7f273ea8ec3,a question about dfs.replication,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201307
a8fb6bbe24f9d491bc146f651d8f4cd3,high availability,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201310
81ceefaa6df93fdcb05fa3764e845e16,"using ""-libjars"" in Hadoop 2.2.1",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201404
943174f44293e2551926925a65d28351,question about hadoop dfs,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201401
66a4fb43813d1f0aba29528b577e7a44,namenode not starting,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201208
aa1a31866bc3c7a5e472781b39ee6767,LDAP GroupMapping configuration,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201506
c6f1f21517f7e10817e047e95219ef6d,Exception while appending to an existing file in HDFS,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201510
01a9a008de1365baedc99eb1b8cc310a,CheckPoint Node,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201211
2fabea36a03d1772aca83d572b94667e,"Solving ""heap size error""",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201403
76fc9fac86b477870160adaaa8948528,unable to access using webhdfs in 0.23.3,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
20f05cf0aa4fbd3f85787546b968ba11,=?UTF-8?Q?Re=3A_=E2=80=9Chadoop_namenode_=2Dformat=E2=80=9D_formats_wrong_dire?=,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201302
d61840a17b7430bc2ea7f0a6dcd9f80e,=?utf-8?Q?Re=3A_after__QJM_failover=EF=BC=8Chbase__can_not__writ?=,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201411
95ae572f6d83f67e2104badec3534a2b,Environment variable representing classpath for AM launch,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201306
ad8f2382120a466a7f5f22d55cbc322d,Does Hadoop Require Public IP address to create a cluster.,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
58f00e3e6053e1c519d5ab2995020059,mapred.tasktacker.reduce.tasks.maximum issue,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201311
7883f18e546824a87d54ca0b2575660e,issue about run MR job use system user,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201407
41e44c98cbe2f7647588ed0cde9a9864,Rack Aware Hadoop cluster,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201305
347550734536ea7dba90887f75ac2459,DataNodes fail to send heartbeat to HA-enabled NameNode,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
493bca52ed180b8ccd39f706738cb4dc,Snappy Configuration in Hadoop2.5.2,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201503
b0104d8f6a83f74c35448125724ea165,How does one make a hadoop task attempt to fail after too many data,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201309
4ae29ec8974668814361cd96e90bf911,DFS Permissions on Hadoop 2.x,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201306
a367f3ceeeb40bc3fd96906b3bcd6df7,access Permission issure,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201308
8142acd3b92250f0d80df70a89991abe,ipc.client RetryUpToMaximumCountWithFixedSleep,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201504
d6d217bdebe946c408c776c72befaec9,can't submit remote job,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201505
ac9a4a8bb43bc81a95ebaf8b63f691de,Thanks!!,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201303
35716b7c5c42624c8139d36a5f5cd7e1,Using distcp with Hadoop HA,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201301
dfe7c4b061c38f79b1534ebcb216bb22,namenode is failing,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201302
dd1d5c61ea813c2d54080b7d049186b2,YARN timelineserver process taking 600% CPU,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201509
06d99a7d149f8353c8a70a0cbaaa187b,GC overhead limit exceeded,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201403
01a2d40f8d804bb480d5f05361fef7fa,Problem viewing a job in hadoop v2 web UI,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
9add9d32c947c590083a5424226fc5f9,Unable to Find S3N Filesystem Hadoop 2.6,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201504
6dc8f25731b164dba904f28b515fc5ca,change cache path,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201304
9574e7ccaa1bd8aa2d456b96a34828ea,config ... answer for Visioner Sadak,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201211
b18c8f83fd2a938ff320e51bdc74b2e4,Yarn AM is abending job when submitting a remote job to cluster,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201502
49792e93c52a25e76d0b3c7f7fd61ad9,HBASE Region server failing to start after Kerberos is enabled,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201506
592aa2271690287e43b70a90d6d7f711,Submit Hive MR jobs to a remote Hadoop 2.4 cluster,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201411
fb97eb067d2c4cbe45401a10b7e64add,Now give .gz file as input to the MAP,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201306
86f048fdde7083ff61a70bbe4414ef6d,Can not generate a result,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201208
094031e413914715c424d857e0d2b68d,Incorrect configuration issue,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201507
2680754c270e18add7224b9271d31e6c,Problems in running spark on Yarn,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201509
f9a2411c5f408c9f8232c784bef66781,Help with Kerberos,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201505
6df90448aca4cc9900e0d9c902738ff2,Map Reduce Error,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201404
cc7d29addf8bb9a1bbb21bb15bde4c6b,why my terasort job become a local job?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201311
d356ae31d570e5b8b21dbc4b08243c67,Issue with third party library,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201212
6b25cc3b0377c491f26f33f31de822d9,=?windows-1252?Q?Re=3A_=93hadoop_namenode_=2Dformat=94_formats_wrong_dire?=,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201302
59a14ce376079dc1e295784c2c224aee,Point Resource Manager to Node Manager in YARN,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201501
56516e53fcd8bd117145b87b8201ce3a,Strange error on Datanodes,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
3df15295b3be16f446a8a465273f8bc9,Wrapping around BitSet with the Writable interface,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201305
ce2fb7e071383056f2f1e6bb386ed67b,submitting a mapreduce job to remote cluster,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201211
44d35a34feac87f3255753d5f37438aa,Why is my output directory owned by yarn?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201310
8026fcd3fa9d1410e538b999070fd753,Change the blocksize in 2.5.1,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201411
3740eea605a042bcace9389501660a30,"hadoop multinode, only master node doing the work",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201407
1e3a58d034b3405dc17555bfc1edf9fa,=?gb2312?B?tPC4tDogRGVjb21zc2lvbiBkYXRhbm9kZSAtIG5vIHJlc3BvbnNl?=,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201307
c56373dfae1a75bc8b84775c89b13167,number of mapred slots,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201212
059ee74907691d65c70f37fbafff0b0d,Something about the Snappy Compression Tool,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201503
e49fa200b7a53d5fa734600a29cfd53b,HBase client with security,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201308
eb5e1aa0e52acf0e51460ec7c2e61d7a,=?GB2312?B?UmU6ILTwuLQ6ILTwuLQ6IGEgcXVlc3Rpb24gYWJvdXQgZGZzLnJlcGxpY2F0aW9u?=,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201307
432cab3fe2ed8db3a95af80bf92fd6da,pipes(pydoop) and hbase classpath,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201208
b4edf4e9b3bf7413414236e2a3c032b7,Application errors with one disk on datanode getting filled up to 100%,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201306
c2a59dda1489042c4f1fa9779f0f62fc,about hadoop upgrade,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201405
ccaab9f6060c5d4cf965d7b827c67e99,cygwin hadoop permissions problems,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201301
0d5befb0a8341df7a5ac5a4e91a4a17d,"Hadoop 2.6.0, How to add/remove node to/from running cluster",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201504
a90bfe287e3835844f6800f6f45fb0d0,Container exited with a non-zero exit code,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201507
4eb7a7252d9f1e788b667a41f514eddd,nodes different hardware,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201506
5f359b82b003612aca3f70945009c0ff,Can not auto-failover when unplug network interface,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
ee407b9aed3789c6c1bc800eea39da71,get the hadoop working dir using the bash commands?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201507
071d247b00de7039aee47478bc53d3e6,Please help me with heartbeat storm,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201305
2b651619f4007f9d43b90480073cae0f,Need help to understand hadoop.tmp.dir,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201403
b341a9ea5e2b7bd6fa17dbe44432f8a2,What makes a map to fail?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201401
c09ec542796f1856e6ba4cf4488c425a,YARN with local filesystem,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201308
4650e448c8dd6623ab597561fd63d5cd,DataNode and Tasttracker communication,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201208
d6be0a3e22c8e29137d77f177a250773,Allocating Containers on a particular Node in Yarn,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201311
7fc7e685f1daf7c74cfb7750e9b1c2a1,How to make hadoop use all nodes?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201309
77b3129b410dad637a48bb4da9c17d02,"copy files from ftp to hdfs in parallel, distcp failed",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201307
3ee71831378381ebc525f304c699e6dc,Help running Hadoop 2.0.5 with Snappy compression,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201309
46aa1ef8588d986c63bd5356437ff69c,map-reduce job submit acl problem,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201303
a549c6fe7daef7f6a22c691f2fd62226,Running terasort with 1 map task,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201302
c56590a2e326897ef0146fcc528b8560,Problems with the Fedarated name node configuration,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201408
f2ac984b308ce67a4114f08abb2cd838,Improving HBase scanner,http://mail-archives.apache.org/mod_mbox/hbase-user/,201005
46248f18d44e582c4b161e90ff85c9ba,blocked when creating HTable,http://mail-archives.apache.org/mod_mbox/hbase-user/,201012
77658c6ac059a37638589ba45f1289ca,HBase looks for hadoop-common.jar in Hdfs,http://mail-archives.apache.org/mod_mbox/hbase-user/,201403
b3a46bb1dac17c8d42a1dbd24c725753,Problems with hbase.hregion.max.filesize,http://mail-archives.apache.org/mod_mbox/hbase-user/,201312
8369a518b37a1b02bd505cf0d9efd9c2,"single RegionServer stuck, causing cluster to hang",http://mail-archives.apache.org/mod_mbox/hbase-user/,201408
4dc1c51ae2928b735062526d8c93bd1a,cannot build a fully distributed mode hbase instance.,http://mail-archives.apache.org/mod_mbox/hbase-user/,201001
2754569e77c8b296ec831f61fd4c7449,NoSuchElementException while executing MapReduce-job,http://mail-archives.apache.org/mod_mbox/hbase-user/,201408
e56c3becf5519db2b6aa6069a15a0a1c,major hdfs issues,http://mail-archives.apache.org/mod_mbox/hbase-user/,201103
1017ef369616359596ca6db4c5179593,adding column family to hbase table,http://mail-archives.apache.org/mod_mbox/hbase-user/,201210
120a448c3dfc0c75f73225b692851a93,About HBase Memstore Flushes,http://mail-archives.apache.org/mod_mbox/hbase-user/,201205
38e0928bff4019a3e08e2b2bb9e9dfd6,Connecting from Tomcat to remote HBase,http://mail-archives.apache.org/mod_mbox/hbase-user/,201003
d53b699834c5f8b46f158a4dbd343a53,Hbase stops working,http://mail-archives.apache.org/mod_mbox/hbase-user/,200902
58381a364f4e5842de4eae9c7df90e86,Hbase Unusable after auto split to 1024 regions,http://mail-archives.apache.org/mod_mbox/hbase-user/,201411
2e07c5259a0c87eae1aba6bd1aa8a24c,OutOfOrderScannerNextException,http://mail-archives.apache.org/mod_mbox/hbase-user/,201509
1db569c5bd4f3e08c8597e64acdb2391,Out Of Memory on region servers upon bulk import,http://mail-archives.apache.org/mod_mbox/hbase-user/,201008
2c6a5e60458ff7e0f8d0d6208904c3b6,data loss due to regionserver going down,http://mail-archives.apache.org/mod_mbox/hbase-user/,201107
4360f7bc7fba8b9e81b9b4a2c2d5c2a8,Fresh setup hadoop 1.0 and hbase 0.90.5 unable to start master,http://mail-archives.apache.org/mod_mbox/hbase-user/,201201
7113973acbbf24a75ccc1fc5b7ae5cca,snapshot timeout problem,http://mail-archives.apache.org/mod_mbox/hbase-user/,201407
b8b90c6312970e5047db8f058b0a7e66,NoClassDefFoundError while executing java hbase client programme,http://mail-archives.apache.org/mod_mbox/hbase-user/,201308
8638ea1c2a16fb73f0f24c293a95ad78,"HBase file encryption, inconsistencies observed and data loss",http://mail-archives.apache.org/mod_mbox/hbase-user/,201407
f27fac61400888899aa3c5355990b4bc,Version issue,http://mail-archives.apache.org/mod_mbox/hbase-user/,201205
ede845919a9cd2172a118b5e76484d1b,region servers crashing,http://mail-archives.apache.org/mod_mbox/hbase-user/,201008
a34647f3a5f75b04bd65a8d2efa42aff,where my file stored.... what is the use of hbase.rootdir,http://mail-archives.apache.org/mod_mbox/hbase-user/,201402
389285f2d55c950721882312a42e240a,Region server not able to access H-base,http://mail-archives.apache.org/mod_mbox/hbase-user/,201209
2ce300e2ee3f7aa543ec14fc90079162,Problem with hbase master,http://mail-archives.apache.org/mod_mbox/hbase-user/,201205
194448375367f15804a6f6f2cb82dbef,HBase failure causes dual NIC ?,http://mail-archives.apache.org/mod_mbox/hbase-user/,201011
3c36b6a267ab4dc04d92dda9ce616f5d,issure about name node HA configuration,http://mail-archives.apache.org/mod_mbox/hbase-user/,201307
65702f9fa480ac6d0049ada108353e59,Master shuts down during log splitting on restart,http://mail-archives.apache.org/mod_mbox/hbase-user/,201409
5f9f84195842955d295f03ffa99be9f6,Java client problem w/ zookeeper,http://mail-archives.apache.org/mod_mbox/hbase-user/,201001
acefdfe5dde859deb54dd790020fd22d,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=B4=F0=B8=B4=3A_Should_we_set_the_property_=22hbas?=,http://mail-archives.apache.org/mod_mbox/hbase-user/,201312
12ad94ad334958904c119bb41912f627,Compaction problem,http://mail-archives.apache.org/mod_mbox/hbase-user/,201303
d973e1cb7210959fb20a827d0c038762,HBase - Performance issue,http://mail-archives.apache.org/mod_mbox/hbase-user/,201304
6c4d6a9839e03219384111742da98251,Unable to load Coprocessor jar file in HBase,http://mail-archives.apache.org/mod_mbox/hbase-user/,201505
4fdb5103efdfd5089bf34f41b0948c05,Regions offlined..,http://mail-archives.apache.org/mod_mbox/hbase-user/,201008
1aab7a09fa2d8150d008be212eb48894,problem regarding hadoop,http://mail-archives.apache.org/mod_mbox/hbase-user/,201001
cf6c30daa3952b52ba583c91eb309429,HBase recovery failuer problem,http://mail-archives.apache.org/mod_mbox/hbase-user/,200810
60aed756f6c47aa5988b5f48d13f67c4,HBase client - reduce client retries when connect fail,http://mail-archives.apache.org/mod_mbox/hbase-user/,201102
74abc1bd0a39c988a46ebba2c423c779,Best practices for loading data into hbase,http://mail-archives.apache.org/mod_mbox/hbase-user/,201305
3ee7848abeb4ce789870769f5c88c4c3,question about RS to DN timeouts,http://mail-archives.apache.org/mod_mbox/hbase-user/,201104
a4f1d4e746cedb55e91b4e8aa1db79e9,failure after importing 42million rows,http://mail-archives.apache.org/mod_mbox/hbase-user/,200807
6fd151a3c35f040220d517437fb0c20c,hbase connection issue,http://mail-archives.apache.org/mod_mbox/hbase-user/,200907
790dd56255ff734f969f4a0062f8614d,Problem Accessing Hbase,http://mail-archives.apache.org/mod_mbox/hbase-user/,200807
9513b12811ed40c2fd1851edcca6bc67,Running hBase in a different user account from hadoop,http://mail-archives.apache.org/mod_mbox/hbase-user/,200805
eb2dabcb4afb775ce47f4dc6c120c7d0,HBase with HDFS - Basic setup problem,http://mail-archives.apache.org/mod_mbox/hbase-user/,200808
0ce6b3773a486b3a7ce940ff56f85637,hbase-master-server slept,http://mail-archives.apache.org/mod_mbox/hbase-user/,201302
a77fea2f93d8cd2894cd262811d2271a,"how config multi regionserver, or what is wrong?",http://mail-archives.apache.org/mod_mbox/hbase-user/,201212
