VERSION,LINK,DESC,SOURCE
2.0.x,http://marc.info/?l=apache-httpd-users&m=110633725404097,[users@httpd] Mod_mem_cache,mailing_list
2.2.19,http://serverfault.com/questions/276814/apache-main-site-keeps-redirecting-to-virtualhost,apache main site keeps redirecting to virtualhost,serverfault.com
2.2,http://stackoverflow.com/questions/8791405/apacherubyredmine-i-cant-access-redmine-remotely-only-localhost,apacherubyredmine i cant access redmine remotely only localhost,stackoverflow.com
2.2.12,http://stackoverflow.com/questions/2443115/apache-mod-rewrite-tomcat-encoding-26-and,apache mod rewrite tomcat encoding 26 and,stackoverflow.com
2.4,http://stackoverflow.com/questions/20607334/url-rewriting-in-htaccess-for-php-get,url rewriting in htaccess for php get,stackoverflow.com
2.2,http://mail-archives.apache.org/mod_mbox/httpd-users/201109.mbox/%3Cf24d4310-ca1b-4b4e-a647-47b4023da13a@li289-212%3E,[users@httpd] Directory index forbidden by Options directive,mailing_list
2.2.21,http://serverfault.com/questions/366622/wamp-2-2-loads-index-file-on-host-machine-through-ip-but-not-on-network-machi,wamp 2 2 loads index file on host machine through ip but not on network machi,serverfault.com
2.2,http://serverfault.com/questions/419462/vhost-file-not-bring-recognised-by-apache,vhost file not bring recognised by apache,serverfault.com
2.2,http://mail-archives.apache.org/mod_mbox/httpd-users/200907.mbox/%3C200907150331.34945.fakessh@fakessh.eu%3E,Re: [users@httpd] problem with cgi perl,mailing_list
"unknown, from trunk",http://stackoverflow.com/questions/17012477/apache-on-fedora-running-lampp,apache on fedora running lampp,stackoverflow.com
2.2.11,http://mail-archives.apache.org/mod_mbox/httpd-users/200903.mbox/%3CA6052D36-D2CE-488F-844C-826B30097D4D@octopart.com%3E,Re: [users@httpd] SSL ERRORS,mailing_list
2.2.2,http://mail-archives.apache.org/mod_mbox/httpd-users/200608.mbox/%3COF3D6C68E0.1F8D8F3D-ON802571D8.00745340@uk.ibm.com%3E,[users@httpd] Unable to start Apache/2.2.2 - http: bad user name daemon,mailing_list
2.2.22,http://serverfault.com/questions/490324/wamp-different-sites-on-different-ports-accessible-on-lan,wamp different sites on different ports accessible on lan,serverfault.com
1.3.26-0,http://mail-archives.apache.org/mod_mbox/httpd-users/200504.mbox/%3C4267F75D.3010601@kavi.com%3E,"[users@httpd] runaway apache 1.3.26-0 processes, please help",mailing_list
2.4,http://serverfault.com/questions/548883/apache-virtual-hosts-not-working-after-ubuntu-upgrade,apache virtual hosts not working after ubuntu upgrade,serverfault.com
2.4,http://stackoverflow.com/questions/18566198/apache-server-failing-to-start-when-secfilter-engine-is-on,apache server failing to start when secfilter engine is on,stackoverflow.com
1.3.x,http://mail-archives.apache.org/mod_mbox/httpd-users/200207.mbox/%3CHLEEIGHMHOIHFJAMGBKDEEKBCEAA.kompukit@naisp.net%3E,"RE: Virtual hosts (was RE: .pl .cgi / cgi-scripts, handlers)",mailing_list
2.2.3,http://mail-archives.apache.org/mod_mbox/httpd-users/200609.mbox/%3C6286370.post@talk.nabble.com%3E,[users@httpd] More Virtual Host problems,mailing_list
2.2.21,http://serverfault.com/questions/340366/htaccess-isnt-working-on-win-xp,htaccess isnt working on win xp,serverfault.com
2.4.7,http://stackoverflow.com/questions/20736106/php-5-5-5-not-working-with-apache-2-4-7,php 5 5 5 not working with apache 2 4 7,stackoverflow.com
2.2.6,http://mail-archives.apache.org/mod_mbox/httpd-users/200904.mbox/%3C802236.87477.qm@web54603.mail.re2.yahoo.com%3E,Re: [users@httpd] HTTP misconfiguration?,mailing_list
2.2,http://serverfault.com/questions/503795/apache-httpd-conf-subdomain-setting-cause-500,apache httpd conf subdomain setting cause 500,serverfault.com
2.0.43,http://marc.info/?l=apache-httpd-users&m=103939146907955&w=2,Re: [users@httpd] Apache 2.0.43 on OpenBSD 3.0 freezes or behaves,mailing_list
2.2,http://serverfault.com/questions/280790/large-concurrent-user-performance-issues-for-apache-mod-jk-glassfish-v3-1-cl,large concurrent user performance issues for apache mod jk glassfish v3 1 cl,serverfault.com
unknown,http://stackoverflow.com/questions/14660125/how-to-enable-php-in-apache-on-linux-fedora,how to enable php in apache on linux fedora,stackoverflow.com
2.2,http://mail-archives.apache.org/mod_mbox/httpd-users/201302.mbox/%3CCAB_02HMKcd-xE1kNMWstep10zAF4Rz_rA3KUd2qpKAKr9xUpyg@mail.gmail.com%3E,[users@httpd] 403 error for subsite using htaccess,mailing_list
2.2,http://serverfault.com/questions/300367/too-much-apache2-processes-that-make-webserver-stop-responding,too much apache2 processes that make webserver stop responding,serverfault.com
1.3,http://mail-archives.apache.org/mod_mbox/httpd-users/200501.mbox/%3C41E83A42.7000002@ispi.net%3E,[users@httpd] No http just HTTPs,mailing_list
2.0.x,http://mail-archives.apache.org/mod_mbox/httpd-users/200701.mbox/%3C56EB36BD1E4888418D7DD6A233F989A001680F@acs-exchange2.AD.UCSD.EDU%3E,RE: [users@httpd] Forbidden web pages,mailing_list
2.0.47,http://mail-archives.apache.org/mod_mbox/httpd-users/200403.mbox/%3C20040302151313.99465.qmail@web80403.mail.yahoo.com%3E,[users@httpd] Apache 2.0.47 and WebSphere 5.1,mailing_list
2.2.17,http://stackoverflow.com/questions/6443369/mod-rewrite-not-working-for-apache-2-2-on-windows-7,mod rewrite not working for apache 2 2 on windows 7,stackoverflow.com
2.2,http://serverfault.com/questions/156581/very-slow-apache-on-windows-7,very slow apache on windows 7,serverfault.com
1.3,http://mail-archives.apache.org/mod_mbox/httpd-users/200201.mbox/%3C000201c19c77$3c23b960$daa82104@vz.dsl.genuity.net%3E,RE: Errors with PHP on Apache (Windows version),mailing_list
2.0.x,http://mail-archives.apache.org/mod_mbox/httpd-users/200301.mbox/%3C000201c2b768$4a353d00$6500a8c0@jeff%3E,RE: [users@httpd] HELP! I got another problem,mailing_list
2.2.9,http://marc.info/?l=apache-httpd-users&m=126339231606404,[users@httpd] TAG <Location> and ldap_auth,mailing_list
2.2,http://serverfault.com/questions/505726/centos-apache-tomcat-ssl-using-mod-jk,centos apache tomcat ssl using mod jk,serverfault.com
2.2,http://stackoverflow.com/questions/19805488/httpd-ssl-conf-not-working-php,httpd ssl conf not working php,stackoverflow.com
2.2,http://serverfault.com/questions/502631/apache-reverse-proxy-causing-40-second-delay-on-first-access-after-idle,apache reverse proxy causing 40 second delay on first access after idle,serverfault.com
2.2,http://serverfault.com/questions/444629/getting-403-on-apache-with-php-on-fedora-17,getting 403 on apache with php on fedora 17,serverfault.com
2.2,http://serverfault.com/questions/113853/getting-mod-rewrite-working-on-os-x-snow-leopard,getting mod rewrite working on os x snow leopard,serverfault.com
2.0.46,http://grokbase.com/t/apache/users/04538cac15/httpd-virtual-hosts-and-webalizer,[users@httpd] Virtual Hosts and Webalizer,mailing_list
2.0.x,http://mail-archives.apache.org/mod_mbox/httpd-users/200310.mbox/%3C006d01c3902a$de41db70$0700a8c0@nick%3E,Re: [users@httpd] Server Root Question,mailing_list
2.0.x,http://mail-archives.apache.org/mod_mbox/httpd-users/200502.mbox/%3C420118F2.3060207@monroehosp.org%3E,[users@httpd] What is wrong with this httpd.conf.,mailing_list
2.2,http://serverfault.com/questions/456789/svn-active-directory-authentication-with-proxypass-redirect-in-the-mix,svn active directory authentication with proxypass redirect in the mix,serverfault.com
2.4.4,http://stackoverflow.com/questions/18042059/accessing-apache-server-remotely-fine-with-local-ip-error-with-global,accessing apache server remotely fine with local ip error with global,stackoverflow.com
2.2.3,http://mail-archives.apache.org/mod_mbox/httpd-users/200910.mbox/%3COFE20ED3C1.B18D5FAF-ON80257648.002C42F1-80257648.002FF5BA@cardifpinnacle.com%3E,[users@httpd] apache ldap binding issue,mailing_list
2.2.6,http://mail-archives.apache.org/mod_mbox/httpd-users/201003.mbox/%3Ca60f25fc1003301350n781325a8udb14725aabe86815@mail.gmail.com%3E,[users@httpd] apache2 failing to start,mailing_list
2.2,http://serverfault.com/questions/389920/apache-wont-start-unable-to-find-ipv4-address-of-none,apache wont start unable to find ipv4 address of none,serverfault.com
2.2.10,http://mail-archives.apache.org/mod_mbox/httpd-users/200903.mbox/%3C75240970903060958q5f614f5cjbded7cc58a6eebed@mail.gmail.com%3E,Re: [users@httpd] Apache 2.2.10 web server issue with HPUX,mailing_list
2.2,http://stackoverflow.com/questions/20164133/routing-with-htaccess-and-laravel,routing with htaccess and laravel,stackoverflow.com
1.3.x,http://mail-archives.apache.org/mod_mbox/httpd-users/200508.mbox/%3C42F03431.4CD7A42F@cox.net%3E,[users@httpd] Possible Problem with priority/ordering in httpd.conf?,mailing_list
2.2.3,http://mail-archives.apache.org/mod_mbox/httpd-users/200804.mbox/%3C47F1A570.8090101@gmail.com%3E,[users@httpd] Apache 2.2.3 - Delayed response,mailing_list
2.0.43,http://mail-archives.apache.org/mod_mbox/httpd-users/200301.mbox/%3C000001c2c634$cdf0bae0$ed25bd42@HPPAV%3E,[users@httpd] No referer in logs - combined format (& 500 error with authentication - digest),mailing_list
2.2,http://serverfault.com/questions/292749/apache-2-virtual-hosts-no-working-on-osx-10-6,apache 2 virtual hosts no working on osx 10 6,serverfault.com
1.3.20,http://mail-archives.apache.org/mod_mbox/httpd-users/200205.mbox/%3C20020523111602.F23441@xiliang.2y.net%3E,HELP! Apache can not excute CGI scripts in user's home directory,mailing_list
2.0.x,http://marc.info/?l=apache-httpd-users&m=111936838100721&w=2,[users@httpd] DAV Problem,mailing_list
2.2.3,http://mail-archives.apache.org/mod_mbox/httpd-users/200904.mbox/%3Cb620380c0904021312p4fc9d814xa90cb94bde2a28db@mail.gmail.com%3E,[users@httpd] Memory Leak (configuration problem),mailing_list
2.2.17,http://stackoverflow.com/questions/5792295/problems-with-getting-mod-wsgi-to-work-with-apache,problems with getting mod wsgi to work with apache,stackoverflow.com
2.2.15,http://mail-archives.apache.org/mod_mbox/httpd-users/201005.mbox/%3C4CC620A59F405B4A8FA2C2A554AA26752FE5A042@XCH-SW-02V.sw.nos.boeing.com%3E,[users@httpd] Trouble w/ password protecting cgi-bin dir after upgrading from Apache 2.0.55 to 2.2.15,mailing_list
2.2,http://serverfault.com/questions/560113/nagios-not-found-error,nagios not found error,serverfault.com
2.2,http://stackoverflow.com/questions/18914454/mod-rewrite-to-index-php-fails,mod rewrite to index php fails,stackoverflow.com
2.4.4,http://mail-archives.apache.org/mod_mbox/httpd-users/201307.mbox/%3C51ED1585.2080803@hiramoto.org%3E,[users@httpd] dav_fs: DSO load failed: AH00576: The DBM driver could not be loaded,mailing_list
2.2.8,http://marc.info/?l=apache-httpd-users&m=122695150518243&w=2,[users@httpd] httpd 2.2.8 not responding to client requests,mailing_list
2.4,http://serverfault.com/questions/444315/apache-keeps-adding-8080-port-by-itself-while-im-telling-it-to-use-80-only,apache keeps adding 8080 port by itself while im telling it to use 80 only,serverfault.com
2.0.39,http://mail-archives.apache.org/mod_mbox/httpd-users/200206.mbox/%3C755A45B6C4D9B9428CCC845B272E8D968F21@ns1.centernix.net%3E,Apache <virtualhost> configuration concerning PHP Help :-),mailing_list
2.2.24,http://serverfault.com/questions/512450/upgrading-to-apache-2-4-scriptalias-action-dont-work,upgrading to apache 2 4 scriptalias action dont work,serverfault.com
2.0.x,http://mail-archives.apache.org/mod_mbox/httpd-users/200604.mbox/%3C11b141710604191421l692904d7g5d4f3030cdf461e1@mail.gmail.com%3E,Re: [users@httpd] mod rewrite not working,mailing_list
2.0.x,http://stackoverflow.com/questions/20461100/php-forbidden-with-post-requests-apache,php forbidden with post requests apache,stackoverflow.com
2.2.x,http://mail-archives.apache.org/mod_mbox/httpd-users/201106.mbox/%3CBANLkTik8AE5UH69+AhygD0YfmGsoMtsa9w@mail.gmail.com%3E,[users@httpd] apache 403 no error information provided,mailing_list
2.0.x,http://mail-archives.apache.org/mod_mbox/httpd-users/200408.mbox/raw/%3C4112C7F7.9020101@gibbons.com%3E/3,[users@httpd] https config,mailing_list
1.3.x,http://mail-archives.apache.org/mod_mbox/httpd-users/200512.mbox/%3C1135014386.1507.16.camel@wbedllfs.xtra-net.be%3E,[users@httpd] Apache as a Rsync HTTP proxy,mailing_list
2.0.39,http://mail-archives.apache.org/mod_mbox/httpd-users/200206.mbox/%3C000f01c21d50$a3acdf80$e2a505cf@mshome.net%3E,Apache 2.0.39 configured with PHP 4.2.1 Sapi not CGI question,mailing_list
unknown,http://mail-archives.apache.org/mod_mbox/httpd-users/200312.mbox/%3C002101c3c591$544f7890$2001a8c0@MLARA%3E,[users@httpd] Please really crazzy,mailing_list
2.4.6,http://stackoverflow.com/questions/20739350/phpmyadmin-displays-code-not-web-page,phpmyadmin displays code not web page,stackoverflow.com
 2.2.22,http://stackoverflow.com/questions/14943888/apache2-zendserver-php-controller-url-request-gives-404-not-found,apache2 zendserver php controller url request gives 404 not found,stackoverflow.com
2.2,http://serverfault.com/questions/162777/nginx-apache-subdomain-redirection-fault,nginx apache subdomain redirection fault,serverfault.com
2.0.54,http://mail-archives.apache.org/mod_mbox/httpd-users/200601.mbox/%3C43C9607A.2000705@yahoo.com%3E,[users@httpd] Help with Data Miner and cgi-bin setup,mailing_list
unknown,http://stackoverflow.com/questions/11812390/httpd-conf-alias-does-not-work-for-www-version-of-site,httpd conf alias does not work for www version of site,stackoverflow.com
2.2,http://serverfault.com/questions/557188/httpd-13-permission-denied-access-to-denied,httpd 13 permission denied access to denied,serverfault.com
2.2,http://serverfault.com/questions/285964/apache2-400-bad-request-with-rewrite-rules-nothing-in-error-log,apache2 400 bad request with rewrite rules nothing in error log,serverfault.com
2.2.21,http://stackoverflow.com/questions/10392741/images-css-and-other-links-not-working-on-wamp-virtual-host,images css and other links not working on wamp virtual host,stackoverflow.com
2.2.21,http://stackoverflow.com/questions/9395187/403-500-error-on-apache-server-when-using-htaccess,403 500 error on apache server when using htaccess,stackoverflow.com
2.2.9,http://stackoverflow.com/questions/766802/apache-refusing-connections,apache refusing connections,stackoverflow.com
2.2,http://serverfault.com/questions/543526/apache-thread-bottleneck-how-to-improve,apache thread bottleneck how to improve,serverfault.com
2.2.24,http://stackoverflow.com/questions/21385818/apache-authtype-not-set-internal-500-error,apache authtype not set internal 500 error,stackoverflow.com
unknown,http://stackoverflow.com/questions/11991891/daemon-process-cannot-be-accessed-by-this-wsgi-application-mod-wsgi,daemon process cannot be accessed by this wsgi application mod wsgi,stackoverflow.com
1.3.22,http://grokbase.com/t/apache/users/02cgxkm0r1/httpd-readmename-readme-listing-problems,[users@httpd] ReadmeName README listing problems,mailing_list
2.0.x,http://mail-archives.apache.org/mod_mbox/httpd-users/200301.mbox/%3C024101c2b76a$1862f4f0$6401a8c0@personaloq83g9%3E,Re: [users@httpd] HELP! I got another problem,mailing_list
 2.0.49,http://mail-archives.apache.org/mod_mbox/httpd-users/200406.mbox/%3C5.2.1.1.2.20040622150950.0360e5d0@eon.pobox.stanford.edu%3E,Re: [users@httpd] segmentation fault,mailing_list
2.2,http://stackoverflow.com/questions/12993858/setting-up-python-in-ampps-internal-server-error,setting up python in ampps internal server error,stackoverflow.com
2.2,http://serverfault.com/questions/310165/fine-tuning-django-apache-mod-wsgi,fine tuning django apache mod wsgi,serverfault.com
2.0.48,http://grokbase.com/t/apache/users/04213xwyk6/httpd-security-problem-with-mod-proxy,[users@httpd] Security problem with mod_proxy,mailing_list
2.2,http://mail-archives.apache.org/mod_mbox/httpd-users/200703.mbox/%3C8d38ca0a0703252008m1173d347o682449e374d73c8f@mail.gmail.com%3E,[users@httpd] help needed with reverse proxies setup,mailing_list
2.2,http://mail-archives.apache.org/mod_mbox/httpd-users/200612.mbox/%3C20061223010616.rhdh0uplkcg4cwk0@mail.orbitel.bg%3E,[users@httpd] Cannot download files from Apache2.2 webserver.,mailing_list
2.2.21,http://serverfault.com/questions/413388/showing-outdated-information-when-using-wamp-as-local-server,showing outdated information when using wamp as local server,serverfault.com
unknown,http://mail-archives.apache.org/mod_mbox/httpd-users/200203.mbox/%3CDDE9CCF1DFBFD41191170008C7B1E8C9020D732C@wch1xp02.cna.com%3E,what gives?,mailing_list
2.2.4,http://mail-archives.apache.org/mod_mbox/httpd-users/200702.mbox/%3C45CCF6B3.4070204@enabled.com%3E,[users@httpd] starting apache results an error,mailing_list
2.0.x,http://mail-archives.apache.org/mod_mbox/httpd-users/200207.mbox/%3C3D3657BB.3080608@india.adventnet.com%3E,Jsp Page is not getting invoked when given in DirectoryIndex,mailing_list
2.0.43,http://mail-archives.apache.org/mod_mbox/httpd-users/200501.mbox/%3C8C53AAFA2050EE40BDCDB9455DA7D6340149589E@sw720ex020.visa.com%3E,RE: [users@httpd] RE: Reverse proxy using https not working,mailing_list
1.3.23,http://mail-archives.apache.org/mod_mbox/httpd-users/200205.mbox/%3CB5747F3DB39FD411884B00B0D07808CCB6C123@server10%3E,RE: FW: access forbidden !!!!!! AAAAAAAAAAAAAAAAH !!,mailing_list
2.2.14,http://mail-archives.apache.org/mod_mbox/httpd-users/201001.mbox/%3C8b7257c51001270422i2c1d3db6r829c4fddbdb1def2@mail.gmail.com%3E,Re: [users@httpd] Runaway Apache Process,mailing_list
2.2,http://stackoverflow.com/questions/18900951/wordpress-throws-403-forbidden-error-on-wamp-apache-when-enabled-permalink,wordpress throws 403 forbidden error on wamp apache when enabled permalink,stackoverflow.com
1.3,http://grokbase.com/t/apache/users/025jj7708k/where-to-put-directory/025j8cwcym#025j8cwcym,[Apache] Where to put <directory>,mailing_list
2.2,http://mail-archives.apache.org/mod_mbox/httpd-users/201106.mbox/%3C00a301cc2555$dc65aac0$95310040$@com%3E,[users@httpd] Apache 2.2 connections full,mailing_list
2.2,http://stackoverflow.com/questions/18588157/apachemod-wsgi-stopped-working-remotely,apachemod wsgi stopped working remotely,stackoverflow.com
2.2,http://stackoverflow.com/questions/7584876/apache-2-the-requested-url-was-not-found-on-this-server,apache 2 the requested url was not found on this server,stackoverflow.com
2.2,http://mail-archives.apache.org/mod_mbox/httpd-users/200901.mbox/%3C1231179687.22456.4.camel@your-ab6cd29f8e.home%3E,Re: [users@httpd] help I do not understand,mailing_list
2.2,http://static-173-79-223-25.washdc.fios.verizon.net/?l=apache-httpd-users&m=117248729910270&w=4, [users@httpd] Apache 2.2 utilize more physical  memory than apache 1.3,mailing_list
2.2,http://serverfault.com/questions/188475/can-anyone-help-me-make-my-reverse-proxy-actually-cache,can anyone help me make my reverse proxy actually cache,serverfault.com
2.2.17,http://stackoverflow.com/questions/5346479/need-help-setting-up-apache-on-centos-5-5-getting-403,need help setting up apache on centos 5 5 getting 403,stackoverflow.com
2.2,http://serverfault.com/questions/130529/files-deleted-what-could-have-happened,files deleted what could have happened,serverfault.com
2.2,http://serverfault.com/questions/560116/missing-modules-in-apache-2-2,missing modules in apache 2 2,serverfault.com
2.2,http://serverfault.com/questions/406970/need-help-running-cgi-scripts-on-mac-os-x-apache,need help running cgi scripts on mac os x apache,serverfault.com
2.2,http://serverfault.com/questions/151261/problems-with-apache-on-snow-leopard,problems with apache on snow leopard,serverfault.com
2.2,http://serverfault.com/questions/280362/kloxo-apache-problems,kloxo apache problems,serverfault.com
unknown,http://marc.info/?l=apache-httpd-users&m=106237898828701&w=2,Re: [users@httpd] httpd problem,mailing_list
1.3.27,http://mail-archives.apache.org/mod_mbox/httpd-users/200302.mbox/%3CBAY1-F78YAPNXRPmcar000187f0@hotmail.com%3E,[users@httpd] mod_gzip _ help needed (o;,mailing_list
unknown,http://mail-archives.apache.org/mod_mbox/httpd-users/200506.mbox/%3C42B021B3.2020309@csr.com%3E,Re: [users@httpd] RewriteRule problems,mailing_list
2.0.50,http://mail-archives.apache.org/mod_mbox/httpd-users/200703.mbox/%3C7213f53d0703191558i7a09d20s682d4471e5c60a6@mail.gmail.com%3E,Re: [users@httpd] Apache problem with MSIE,mailing_list
2.2,http://stackoverflow.com/questions/21345541/mod-rewrites-not-working-even-though-they-are-loaded,mod rewrites not working even though they are loaded,stackoverflow.com
2.2,http://serverfault.com/questions/299101/fine-tune-httpd-conf-server-crashing-after-100-concurrent-connections,fine tune httpd conf server crashing after 100 concurrent connections,serverfault.com
unknown,http://mail-archives.apache.org/mod_mbox/httpd-users/200709.mbox/%3C46E51FA6.2080008@sun.com%3E,[users@httpd] Query regarding the httpd.conf,mailing_list
unknown,http://stackoverflow.com/questions/21390637/invalid-command-wsgiscriptalias-perhaps-misspelled-or-defined-by-a-module-not,invalid command wsgiscriptalias perhaps misspelled or defined by a module not,stackoverflow.com
2.2,http://serverfault.com/questions/38937/httpd-conf-for-case-insensitive-file-serving,httpd conf for case insensitive file serving,serverfault.com
2.2,http://stackoverflow.com/questions/18883243/apache2-do-not-get-right-path,apache2 do not get right path,stackoverflow.com
2.2,http://stackoverflow.com/questions/21663309/cannot-access-localhost-to-run-my-php-projects,cannot access localhost to run my php projects,stackoverflow.com
unknown,http://mail-archives.apache.org/mod_mbox/httpd-users/200201.mbox/%3C3C3DA155.9050106@meome-ag.de%3E,Re: httpd.conf problem - help diagnose,mailing_list
unknown,http://mail-archives.apache.org/mod_mbox/httpd-users/200210.mbox/%3C5.1.1.6.0.20021025013234.00bc9510@mail.wingfoot.org%3E,RE: [users@httpd] Something from my httpd-error.log,mailing_list
2.2,http://serverfault.com/questions/548088/https-and-http-issue-on-server-with-ssl,https and http issue on server with ssl,serverfault.com
2.2.2,http://mail-archives.apache.org/mod_mbox/httpd-users/200605.mbox/%3CBAY103-F8BC3C200562756425F911B2A30@phx.gbl%3E,[users@httpd] proxy: error reading status line from remote server,mailing_list
1.3.19,http://mail-archives.apache.org/mod_mbox/httpd-users/200206.mbox/%3C5.1.0.14.0.20020618192453.01ebf670@leviathan.irelands-web.ie%3E,Can't get Apache running with name-based vhosts,mailing_list
unknown,http://mail-archives.apache.org/mod_mbox/httpd-users/200702.mbox/%3CCE67133097F05C4B938A5482E32525E20250B061@segotn647.vcn.ds.volvo.net%3E,[users@httpd] Trying to limit connections per virtual host with mod_cband,mailing_list
2.2.6,http://mail-archives.apache.org/mod_mbox/httpd-users/200711.mbox/%3C473069AA.7090103@homechoice.co.uk%3E,[users@httpd] Newbie Alert! Apache 2.2.6 crash on start,mailing_list
1.3.29,http://mail-archives.apache.org/mod_mbox/httpd-users/200503.mbox/%3C39302.193.178.209.193.1110882593.squirrel@193.178.209.193%3E,[users@httpd] reverse proxy configuration.,mailing_list
1.3.20,http://mail-archives.apache.org/mod_mbox/httpd-users/200207.mbox/%3CNGBBIBEHOLIFMBEJMOEHCEKOCCAA.jcf@grucon.ufsc.br%3E,SSI is not working under Windows 98,mailing_list
2.2,http://serverfault.com/questions/228892/what-is-wrong-with-this-vhost-setting,what is wrong with this vhost setting,serverfault.com
1.3.22,http://mail-archives.apache.org/mod_mbox/httpd-users/200305.mbox/%3C3EB9A429.1030904@kynesoft.com%3E,"[users@httpd] Very strange problem with apache, please help me !",mailing_list
1.3,http://marc.info/?l=apache-httpd-users&m=105088092529512&w=2,[users@httpd] httpd.conf -- addition of SSI and other minor changes on FreeBSD breaks basic HTTP,mailing_list
2.0.58,http://mail-archives.apache.org/mod_mbox/httpd-users/200606.mbox/%3C001801c68f92$33a77ed0$521412ac@chencc%3E,Re: [users@httpd] Pease help with mod_deflate configuration,mailing_list
2.2.22,http://stackoverflow.com/questions/15229873/django-with-apache-mod-wsgi-configuration,django with apache mod wsgi configuration,stackoverflow.com
1.3.26,http://mail-archives.apache.org/mod_mbox/httpd-users/200310.mbox/%3C009801c39277$4b0b6f70$0a01a8c0@w2k30g%3E,"[users@httpd] CGI script runs under http, but browser tries to download under https",mailing_list
2.0.43,http://mail-archives.apache.org/mod_mbox/httpd-users/200210.mbox/%3C20021030212842.GC431@localhost%3E,[users@httpd] DirectoryIndex Circumvents -FollowSymLinks?,mailing_list
2.4,http://stackoverflow.com/questions/21951194/how-to-connect-localhost-site-using-mobile,how to connect localhost site using mobile,stackoverflow.com
2.0.52,http://mail-archives.apache.org/mod_mbox/httpd-users/200510.mbox/%3CD268D9E5-6B5E-4D80-B994-C66E04B46152@mac.com%3E,[users@httpd] only 64k per file downloading from my webserver,mailing_list
2.2,http://serverfault.com/questions/373193/virtual-host-setup-cant-access-wordpress-site-without-www,virtual host setup cant access wordpress site without www,serverfault.com
2.4.6,http://serverfault.com/questions/551257/apache-misbehaving-returning-404s,apache misbehaving returning 404s,serverfault.com
